loc,v(g),l,d,i,e,b,t,lOBlank,locCodeAndComment,uniq_Op,defects
7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,5.0,0.06,16.0,11.21,2868.91,0.06,159.38,3,0,12.0,False
10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
30.0,8.0,0.04,25.5,16.37,10653.55,0.14,591.86,3,0,17.0,False
19.0,6.0,0.1,10.26,32.15,3386.84,0.11,188.16,1,0,13.0,False
36.0,10.0,0.05,20.12,23.9,9672.63,0.16,537.37,3,1,19.0,False
33.0,10.0,0.06,16.5,25.76,7012.5,0.14,389.58,3,1,17.0,False
72.0,14.0,0.03,36.63,36.1,48441.87,0.44,2691.22,10,0,29.0,False
40.0,15.0,0.06,17.33,44.61,13402.28,0.26,744.57,3,0,20.0,False
112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
115.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.04,24.94,10.52,6541.88,0.09,363.44,2,0,21.0,False
19.0,5.0,0.04,24.94,10.52,6541.88,0.09,363.44,2,0,21.0,False
149.0,16.0,0.03,37.85,88.26,126433.23,1.11,7024.07,11,0,17.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
31.0,1.0,0.09,10.8,60.27,7025.61,0.22,390.31,3,0,11.0,False
33.0,6.0,0.05,21.72,15.36,7249.38,0.11,402.74,8,0,17.0,False
10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,5.0,0.04,22.5,8.98,4546.05,0.07,252.56,1,0,15.0,False
41.0,5.0,0.06,16.58,28.91,7945.79,0.16,441.43,3,0,18.0,False
51.0,6.0,0.04,25.96,32.74,22062.16,0.28,1225.68,4,0,22.0,False
73.0,6.0,0.04,23.0,43.68,23107.47,0.33,1283.75,9,0,23.0,False
57.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
42.0,2.0,0.14,6.96,62.67,3032.83,0.15,168.49,6,0,8.0,False
13.0,5.0,0.06,16.25,10.54,2783.63,0.06,154.65,4,0,15.0,False
63.0,18.0,0.03,30.0,31.93,28738.41,0.32,1596.58,15,10,20.0,False
71.0,15.0,0.03,37.5,27.85,39159.85,0.35,2175.55,14,0,25.0,False
46.0,18.0,0.02,52.8,20.82,58046.4,0.37,3224.8,3,0,24.0,False
23.0,2.0,0.11,8.94,18.68,1491.74,0.06,82.87,3,0,13.0,False
24.0,7.0,0.04,27.08,10.04,7363.07,0.09,409.06,2,0,13.0,False
38.0,9.0,0.04,25.97,19.2,12946.24,0.17,719.24,4,0,19.0,False
38.0,9.0,0.04,25.97,19.4,13078.34,0.17,726.57,4,0,19.0,False
16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
50.0,9.0,0.05,19.73,21.29,8286.92,0.14,460.38,9,0,19.0,False
30.0,5.0,0.07,14.31,22.07,4518.11,0.11,251.01,5,2,12.0,False
61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,4.0,0.09,11.2,15.56,1951.36,0.06,108.41,3,0,14.0,False
15.0,4.0,0.07,14.0,9.26,1815.21,0.04,100.84,3,0,14.0,False
18.0,3.0,0.08,12.07,12.89,1878.19,0.05,104.34,4,0,13.0,False
19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,5.0,0.05,19.0,13.01,4697.83,0.08,260.99,2,0,18.0,False
17.0,5.0,0.05,19.0,13.01,4697.83,0.08,260.99,2,0,18.0,False
34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,3.0,0.08,12.0,10.42,1500.25,0.04,83.35,3,0,10.0,False
42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
75.0,10.0,0.03,38.59,31.88,47477.11,0.41,2637.62,10,2,26.0,False
155.0,18.0,0.04,23.66,102.12,57170.01,0.81,3176.11,19,10,25.0,False
38.0,5.0,0.04,22.91,25.95,13621.99,0.2,756.78,6,0,19.0,False
30.0,9.0,0.03,32.5,12.37,13063.03,0.13,725.72,1,1,13.0,False
30.0,9.0,0.03,32.5,12.37,13063.03,0.13,725.72,1,1,13.0,False
25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
47.0,8.0,0.05,21.92,26.65,12806.31,0.19,711.46,7,0,17.0,False
43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
78.0,18.0,0.02,49.08,19.75,47576.86,0.32,2643.16,8,1,22.0,False
31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,4.0,0.06,16.25,11.24,2968.24,0.06,164.9,3,1,13.0,False
19.0,8.0,0.06,17.14,19.29,5668.89,0.11,314.94,3,0,20.0,False
18.0,3.0,0.09,11.0,10.66,1289.27,0.04,71.63,4,0,10.0,False
10.0,6.0,0.04,25.0,12.93,8083.31,0.11,449.07,1,1,18.0,False
19.0,6.0,0.05,19.13,12.87,4707.13,0.08,261.51,4,0,17.0,False
27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
27.0,7.0,0.07,14.5,21.22,4461.66,0.1,247.87,3,0,11.0,False
51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
61.0,12.0,0.06,17.84,74.74,23779.12,0.44,1321.06,9,0,19.0,False
9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.06,16.32,10.85,2894.25,0.06,160.79,1,0,14.0,False
24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
30.0,6.0,0.04,23.0,12.03,6364.47,0.09,353.58,4,0,14.0,False
27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,4.0,0.07,15.2,15.15,3500.89,0.08,194.49,3,0,16.0,False
20.0,4.0,0.07,15.2,15.15,3500.89,0.08,194.49,3,0,16.0,False
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,4.0,0.07,15.17,11.48,2641.5,0.06,146.75,3,1,13.0,False
16.0,2.0,0.11,8.91,36.56,2901.74,0.11,161.21,1,0,14.0,False
16.0,2.0,0.11,8.91,36.56,2901.74,0.11,161.21,1,0,14.0,False
77.0,13.0,0.03,33.25,61.07,67517.28,0.68,3750.96,5,0,25.0,False
25.0,7.0,0.05,21.67,14.18,6655.84,0.1,369.77,1,1,15.0,False
10.0,1.0,0.19,5.25,17.75,489.35,0.03,27.19,0,0,4.0,False
76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,5.0,0.05,19.13,11.66,4263.06,0.07,236.84,2,0,17.0,False
15.0,5.0,0.05,19.13,11.66,4263.06,0.07,236.84,1,0,17.0,False
19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,2.0,0.12,8.33,11.52,800.0,0.03,44.44,2,0,10.0,False
17.0,4.0,0.06,15.4,9.09,2156.0,0.05,119.78,2,0,11.0,False
16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,4.0,0.08,13.0,11.23,1897.32,0.05,105.41,2,0,12.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
77.0,3.0,0.05,20.89,39.92,17425.85,0.28,968.1,9,0,18.0,False
22.0,6.0,0.05,19.0,20.89,7539.62,0.13,418.87,3,0,19.0,False
26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,6.0,0.05,21.0,15.7,6923.99,0.11,384.67,1,0,15.0,False
25.0,9.0,0.03,28.8,14.36,11906.86,0.14,661.49,2,0,18.0,False
22.0,3.0,0.07,13.46,21.9,3968.5,0.1,220.47,3,0,14.0,False
195.0,15.0,0.03,38.09,78.48,113882.25,1.0,6326.79,18,0,23.0,False
16.0,5.0,0.05,19.13,11.66,4263.06,0.07,236.84,2,0,17.0,False
56.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
34.0,9.0,0.03,30.28,23.99,21996.08,0.24,1222.0,3,0,17.0,False
19.0,3.0,0.07,14.4,9.65,2001.22,0.05,111.18,2,0,12.0,False
13.0,4.0,0.07,15.13,8.01,1831.84,0.04,101.77,2,0,11.0,False
28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
74.0,15.0,0.04,28.55,41.13,33520.42,0.39,1862.25,11,0,21.0,False
103.0,6.0,0.04,24.0,46.54,26807.82,0.37,1489.32,12,0,18.0,False
109.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
36.0,7.0,0.07,14.97,47.22,10581.4,0.24,587.86,4,1,19.0,False
35.0,8.0,0.03,37.29,11.58,16102.9,0.14,894.61,3,0,18.0,False
65.0,29.0,0.01,93.48,48.69,425549.43,1.52,23641.63,2,0,23.0,False
14.0,3.0,0.09,11.0,10.61,1284.34,0.04,71.35,2,0,12.0,False
14.0,3.0,0.1,10.0,10.84,1084.18,0.04,60.23,2,0,12.0,False
52.0,13.0,0.03,29.86,32.5,28983.62,0.32,1610.2,2,0,22.0,False
37.0,11.0,0.04,23.4,26.69,14613.38,0.21,811.85,3,0,18.0,False
84.0,15.0,0.02,58.5,33.52,114710.57,0.65,6372.81,6,0,23.0,False
14.0,2.0,0.21,4.67,16.65,362.64,0.03,20.15,1,0,7.0,False
85.0,41.0,0.02,48.58,51.24,120955.1,0.83,6719.73,6,0,22.0,False
22.0,4.0,0.06,16.5,8.29,2256.23,0.05,125.35,3,0,11.0,False
26.0,3.0,0.1,9.53,28.24,2566.49,0.09,142.58,4,0,13.0,False
9.0,2.0,0.13,8.0,12.51,800.63,0.03,44.48,2,0,12.0,False
24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,2.0,0.09,10.83,18.2,2135.83,0.07,118.66,3,0,15.0,False
27.0,3.0,0.08,13.3,20.34,3597.82,0.09,199.88,6,1,14.0,False
16.0,2.0,0.13,8.0,15.12,967.42,0.04,53.75,2,0,12.0,False
19.0,1.0,0.22,4.5,20.44,414.0,0.03,23.0,4,0,8.0,False
10.0,1.0,0.29,3.43,19.43,228.37,0.02,12.69,3,0,6.0,False
23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,3.0,0.13,8.0,21.18,1355.67,0.06,75.31,3,0,11.0,False
17.0,4.0,0.08,13.0,10.91,1843.11,0.05,102.39,2,0,12.0,False
17.0,4.0,0.08,13.0,10.91,1843.11,0.05,102.39,2,0,12.0,False
17.0,4.0,0.08,13.0,10.91,1843.11,0.05,102.39,2,0,12.0,False
33.0,4.0,0.06,15.44,24.13,5753.43,0.12,319.63,4,0,21.0,False
12.0,2.0,0.11,9.0,9.98,808.73,0.03,44.93,4,0,10.0,False
16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,3.0,0.1,10.0,10.84,1084.18,0.04,60.23,1,0,12.0,False
24.0,1.0,0.2,5.03,46.75,1183.48,0.08,65.75,4,0,7.0,False
16.0,3.0,0.07,13.71,10.23,1923.16,0.05,106.84,1,0,16.0,False
29.0,1.0,0.17,6.0,59.7,2149.22,0.12,119.4,5,0,8.0,False
16.0,3.0,0.07,13.71,10.23,1923.16,0.05,106.84,1,0,16.0,False
11.0,2.0,0.21,4.67,8.54,186.03,0.01,10.33,1,0,7.0,False
7.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
7.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
13.0,1.0,0.16,6.11,18.77,700.91,0.04,38.94,1,0,10.0,False
51.0,5.0,0.08,12.6,39.57,6282.0,0.17,349.0,4,1,14.0,False
99.0,15.0,0.03,28.84,67.57,56191.99,0.65,3121.78,15,0,20.0,False
16.0,2.0,0.13,8.0,29.12,1863.92,0.08,103.55,3,0,12.0,False
50.0,4.0,0.06,17.72,43.0,13500.28,0.25,750.02,11,0,18.0,False
31.0,4.0,0.09,11.29,33.22,4233.55,0.13,235.2,6,0,13.0,False
35.0,5.0,0.11,9.5,44.94,4055.55,0.14,225.31,1,0,10.0,False
19.0,3.0,0.18,5.6,29.2,915.59,0.05,50.87,1,0,7.0,False
22.0,2.0,0.12,8.41,34.29,2426.3,0.1,134.79,5,0,11.0,False
33.0,6.0,0.05,19.2,21.54,7941.89,0.14,441.22,5,0,19.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
6.0,1.0,0.5,2.0,16.5,66.0,0.01,3.67,0,0,4.0,False
8.0,1.0,0.19,5.33,25.29,719.39,0.04,39.97,0,0,8.0,False
32.0,6.0,0.05,18.75,16.75,5888.27,0.1,327.13,5,0,18.0,False
5.0,1.0,0.5,2.0,11.63,46.53,0.01,2.58,0,0,3.0,False
20.0,4.0,0.24,4.2,34.29,604.8,0.05,33.6,1,0,6.0,False
27.0,1.0,0.08,13.16,67.2,11640.91,0.29,646.72,4,0,12.0,False
45.0,10.0,0.07,15.3,35.17,8236.82,0.18,457.6,3,2,22.0,False
6.0,1.0,0.33,3.0,6.55,58.95,0.01,3.28,2,0,6.0,False
26.0,5.0,0.2,5.0,32.85,821.17,0.05,45.62,5,0,10.0,False
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,3.0,0.12,8.13,18.48,1219.7,0.05,67.76,3,0,10.0,False
9.0,2.0,0.22,4.5,13.89,281.3,0.02,15.63,2,0,9.0,False
11.0,1.0,0.29,3.5,13.84,169.51,0.02,9.42,2,0,7.0,False
5.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
9.0,2.0,0.18,5.63,10.53,333.04,0.02,18.5,1,0,9.0,False
11.0,2.0,0.4,2.5,15.6,97.5,0.01,5.42,0,0,4.0,False
11.0,2.0,0.12,8.5,18.35,1326.0,0.05,73.67,1,0,8.0,False
7.0,1.0,0.4,2.5,15.95,99.66,0.01,5.54,1,0,5.0,False
7.0,1.0,0.2,5.0,14.58,364.54,0.02,20.25,0,0,5.0,False
16.0,1.0,0.09,11.57,21.11,2826.08,0.08,157.0,2,0,6.0,False
15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,1.0,0.26,3.79,32.49,467.1,0.04,25.95,4,0,7.0,False
38.0,10.0,0.08,12.89,49.62,8242.87,0.21,457.94,1,0,12.0,False
25.0,5.0,0.09,11.69,46.08,6294.59,0.18,349.7,2,0,11.0,False
42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
42.0,7.0,0.03,33.45,24.62,27559.12,0.27,1531.06,5,1,23.0,False
36.0,6.0,0.05,19.19,37.64,13863.58,0.24,770.2,11,0,13.0,False
143.0,18.0,0.03,39.29,82.71,127668.88,1.08,7092.72,20,0,19.0,False
61.0,11.0,0.03,30.83,45.68,43429.78,0.47,2412.77,9,0,20.0,False
34.0,5.0,0.07,15.11,33.33,7610.84,0.17,422.82,12,2,16.0,False
29.0,11.0,0.03,33.08,16.47,18020.13,0.18,1001.12,1,0,20.0,False
4.0,1.0,0.25,4.0,11.65,186.42,0.02,10.36,0,0,8.0,False
4.0,1.0,0.25,4.0,11.65,186.42,0.02,10.36,0,0,8.0,False
7.0,3.0,0.2,4.9,12.44,298.63,0.02,16.59,1,0,7.0,False
17.0,3.0,0.12,8.63,27.5,2045.72,0.08,113.65,1,0,9.0,False
26.0,4.0,0.09,11.67,21.35,2906.44,0.08,161.47,2,0,14.0,False
20.0,7.0,0.05,19.5,18.1,6882.19,0.12,382.34,4,0,15.0,False
33.0,9.0,0.05,21.25,23.26,10504.95,0.16,583.61,4,0,17.0,False
17.0,3.0,0.09,11.0,18.86,2281.98,0.07,126.78,2,0,11.0,False
15.0,3.0,0.1,10.39,18.72,2020.5,0.06,112.25,1,0,11.0,False
7.0,1.0,0.43,2.33,19.93,108.52,0.02,6.03,1,0,4.0,False
9.0,1.0,0.18,5.6,14.08,441.67,0.03,24.54,1,0,7.0,False
20.0,2.0,0.08,13.0,20.61,3483.47,0.09,193.53,1,0,10.0,False
17.0,2.0,0.1,9.9,22.31,2186.83,0.07,121.49,1,0,9.0,False
9.0,1.0,0.18,5.6,14.08,441.67,0.03,24.54,1,0,7.0,False
20.0,2.0,0.08,13.0,20.61,3483.47,0.09,193.53,1,0,10.0,False
17.0,2.0,0.1,9.9,22.31,2186.83,0.07,121.49,1,0,9.0,False
32.0,3.0,0.1,10.21,43.33,4520.94,0.15,251.16,2,0,13.0,False
10.0,3.0,0.13,7.86,13.53,835.01,0.04,46.39,1,0,10.0,False
10.0,1.0,0.28,3.6,13.45,174.36,0.02,9.69,0,0,6.0,False
15.0,1.0,0.11,8.75,16.68,1277.04,0.05,70.95,3,0,10.0,False
26.0,1.0,0.15,6.89,48.44,2299.04,0.11,127.72,1,0,8.0,False
24.0,12.0,0.08,12.14,43.44,6399.33,0.18,355.52,2,0,16.0,False
25.0,13.0,0.08,12.8,44.88,7352.97,0.19,408.5,2,0,16.0,False
22.0,11.0,0.1,10.5,43.08,4749.82,0.15,263.88,2,0,14.0,False
19.0,8.0,0.12,8.29,38.96,2674.97,0.11,148.61,2,0,12.0,False
12.0,1.0,0.32,3.11,34.49,333.86,0.04,18.55,3,0,4.0,False
28.0,4.0,0.06,17.0,22.91,6619.73,0.13,367.76,1,1,14.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
76.0,6.0,0.02,41.11,22.59,38187.42,0.31,2121.52,13,4,20.0,False
20.0,4.0,0.06,18.07,11.08,3617.11,0.07,200.95,3,0,11.0,False
34.0,4.0,0.08,12.54,25.41,3993.6,0.11,221.87,6,0,13.0,False
21.0,3.0,0.08,12.41,19.95,3072.34,0.08,170.69,5,0,13.0,False
13.0,7.0,0.14,7.14,30.17,1539.24,0.07,85.51,1,0,10.0,False
38.0,5.0,0.14,7.2,60.66,3144.8,0.15,174.71,8,0,14.0,False
19.0,4.0,0.14,7.0,21.02,1030.13,0.05,57.23,2,0,11.0,False
29.0,5.0,0.1,10.31,24.5,2605.6,0.08,144.76,4,0,15.0,False
10.0,2.0,0.14,7.0,15.49,758.93,0.04,42.16,0,0,12.0,False
14.0,4.0,0.07,13.64,19.24,3577.73,0.09,198.76,1,0,12.0,False
18.0,3.0,0.06,15.81,30.37,7593.85,0.16,421.88,1,0,11.0,False
20.0,2.0,0.08,13.0,11.12,1879.21,0.05,104.4,4,0,10.0,False
10.0,2.0,0.14,7.0,15.49,758.93,0.04,42.16,0,0,12.0,False
10.0,2.0,0.14,7.0,15.49,758.93,0.04,42.16,0,0,12.0,False
14.0,2.0,0.08,12.0,21.55,3103.76,0.09,172.43,1,0,12.0,False
36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
22.0,2.0,0.06,15.68,19.18,4717.53,0.1,262.08,4,0,15.0,False
32.0,5.0,0.03,33.55,17.23,19392.62,0.19,1077.37,13,0,18.0,False
40.0,7.0,0.03,34.78,29.33,35483.05,0.34,1971.28,5,1,20.0,False
17.0,3.0,0.1,9.8,20.59,1977.04,0.07,109.84,3,0,14.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
14.0,2.0,0.1,10.2,21.86,2274.31,0.07,126.35,1,0,12.0,False
24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,2.0,0.07,13.5,4.87,887.34,0.02,49.3,0,0,9.0,False
14.0,4.0,0.1,10.4,19.89,2150.92,0.07,119.5,2,0,16.0,False
17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,4.0,0.09,11.29,32.15,4101.97,0.12,227.89,2,0,16.0,False
7.0,1.0,0.4,2.5,19.37,121.08,0.02,6.73,1,0,5.0,False
11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
10.0,2.0,0.14,7.0,15.49,758.93,0.04,42.16,0,0,12.0,False
10.0,2.0,0.14,7.0,15.49,758.93,0.04,42.16,0,0,12.0,False
31.0,7.0,0.04,24.6,19.48,11788.75,0.16,654.93,4,0,18.0,False
17.0,2.0,0.14,7.33,12.98,698.02,0.03,38.78,3,0,8.0,False
12.0,2.0,0.15,6.67,24.38,1083.44,0.05,60.19,3,0,12.0,False
31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,2.0,0.1,9.56,36.45,3330.19,0.12,185.01,1,0,13.0,False
20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
21.0,5.0,0.08,12.08,34.24,4995.78,0.14,277.54,2,0,17.0,False
12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
30.0,7.0,0.05,19.56,26.8,10247.28,0.17,569.29,5,0,16.0,False
71.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,2.0,0.1,10.33,27.19,2902.9,0.09,161.27,0,0,8.0,False
12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,3.0,0.1,9.82,19.35,1865.35,0.06,103.63,1,0,12.0,False
20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,3.0,0.07,13.8,17.13,3261.63,0.08,181.2,3,0,12.0,False
65.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
79.0,18.0,0.02,49.71,34.27,84677.79,0.57,4704.32,4,0,23.0,False
14.0,3.0,0.1,9.6,18.12,1669.61,0.06,92.76,1,0,12.0,False
19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
6.0,1.0,0.18,5.6,13.22,414.45,0.02,23.02,0,0,8.0,False
14.0,3.0,0.1,9.6,18.12,1669.61,0.06,92.76,1,0,12.0,False
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,2.0,0.08,13.0,13.85,2341.11,0.06,130.06,3,0,13.0,False
9.0,3.0,0.19,5.25,13.4,369.2,0.02,20.51,1,0,9.0,False
43.0,11.0,0.03,31.31,46.22,45305.36,0.48,2516.96,2,0,22.0,False
17.0,2.0,0.07,14.55,17.33,3665.59,0.08,203.64,2,0,16.0,False
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,False
24.0,2.0,0.11,9.45,23.82,2127.57,0.08,118.2,4,0,9.0,False
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,False
5.0,1.0,0.5,2.0,11.23,44.92,0.01,2.5,0,0,4.0,False
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,False
41.0,12.0,0.12,8.5,50.37,3639.0,0.14,202.17,1,0,17.0,False
25.0,8.0,0.08,13.19,46.07,8013.93,0.2,445.22,2,0,17.0,False
101.0,11.0,0.03,38.65,61.93,92488.01,0.8,5138.22,18,0,35.0,False
31.0,3.0,0.06,15.75,20.59,5108.2,0.11,283.79,2,0,14.0,False
16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
120.0,13.0,0.04,25.94,104.15,70068.25,0.9,3892.68,19,1,22.0,False
76.0,8.0,0.05,18.61,62.16,21524.6,0.39,1195.81,11,0,17.0,False
204.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
103.0,10.0,0.03,34.32,68.49,80676.05,0.78,4482.0,18,0,33.0,False
34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
81.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
62.0,5.0,0.03,34.51,68.07,81070.55,0.78,4503.92,7,0,20.0,False
